商品代码,买/卖,类型,数量,已成交数量,限价,止损价,成交均价,状态,更新时间,总盈亏,净盈亏,佣金,隔夜利息,股息,订单编号
USDJPY,买入,市价,10000,10000,,,154.236,已成交,2025-10-31 16:08:56,-0.39,-0.39,0.00,0.00,0.00,114713083
USDJPY,卖出,止盈,10000,0,158.299,,,已取消,2025-10-31 16:08:56,,,,,,907632620
USDJPY,卖出,止损,10000,10000,,154.234,154.23,已成交,2025-10-31 16:08:56,,,,,,907632619
USDJPY,买入,市价,40000,40000,,,154.236,已成交,2025-10-31 15:21:52,3.11,3.11,0.00,0.00,0.00,114712817
XAUUSD,卖出,市价,2,2,,,4014.19,已成交,2025-10-31 14:06:22,2.00,2.00,0.00,0.00,0.00,114710437
XAUUSD,买入,止盈,2,0,3895.48,,,已取消,2025-10-31 14:06:22,,,,,,907630881
XAUUSD,买入,止损,2,2,,4013.09,4013.19,已成交,2025-10-31 14:06:22,,,,,,907630880
XAUUSD,卖出,市价,2,2,,,4014.19,已成交,2025-10-31 10:50:51,2.36,2.36,0.00,0.00,0.00,114709900
EURUSD,卖出,止盈,20000,0,1.16059,,,已取消,2025-10-31 09:58:02,,,,,,907630651
EURUSD,卖出,止损,20000,0,,1.15639,,已取消,2025-10-31 09:58:02,,,,,,907630652
EURUSD,买入,市价,20000,20000,,,1.15771,已成交,2025-10-31 09:58:02,-22.20,-22.20,0.00,0.00,0.00,114709472
USDJPY,买入,止盈,15000,0,152.002,,,已取消,2025-10-31 09:31:28,,,,,,907630682
USDJPY,买入,止损,15000,15000,,153.772,153.773,已成交,2025-10-31 09:31:28,,,,,,907630681
USDJPY,卖出,市价,15000,15000,,,153.661,已成交,2025-10-31 09:31:28,-10.93,-10.93,0.00,0.00,0.00,114709536
XAUUSD,买入,市价,2,2,,,4000.28,已成交,2025-10-30 23:25:02,-8.72,-8.72,0.00,0.00,0.00,114699202
XAUUSD,卖出,止盈,2,0,4027.57,,,已取消,2025-10-30 23:25:02,,,,,,907626069
XAUUSD,卖出,止损,2,2,,3996.37,3995.92,已成交,2025-10-30 23:25:02,,,,,,907626070
XAUUSD,买入,市价,2,2,,,4000.28,已成交,2025-10-30 23:13:45,0.42,0.42,0.00,0.00,0.00,114699102
XAUUSD,买入,止盈,4,0,3907.78,,,已取消,2025-10-30 21:06:12,,,,,,907623561
XAUUSD,买入,止损,4,4,,3976.59,3976.52,已成交,2025-10-30 21:06:12,,,,,,907623560
XAUUSD,卖出,市价,4,4,,,3964.25,已成交,2025-10-30 21:06:12,-49.08,-49.08,0.00,0.00,0.00,114694898
XAUUSD,买入,止盈,3,0,3917.55,,,已取消,2025-10-30 20:37:23,,,,,,907623059
XAUUSD,买入,止损,3,3,,3978.55,3978.64,已成交,2025-10-30 20:37:23,,,,,,907623068
XAUUSD,卖出,市价,3,3,,,3970.26,已成交,2025-10-30 20:37:23,-25.14,-25.14,0.00,0.00,0.00,114693982
XAUUSD,买入,市价,1,1,,,3984.62,已成交,2025-10-30 20:26:28,-7.18,-7.18,0.00,0.00,0.00,114693809
XAUUSD,卖出,止盈,1,0,4029.42,,,已取消,2025-10-30 20:26:28,,,,,,907622787
XAUUSD,卖出,止损,1,1,,3977.29,3977.44,已成交,2025-10-30 20:26:28,,,,,,907622786
XAUUSD,买入,市价,2,2,,,3984.62,已成交,2025-10-30 20:25:32,-9.22,-9.22,0.00,0.00,0.00,114693518
XAUUSD,买入,止盈,2,0,3917.97,,,已取消,2025-10-30 20:02:56,,,,,,907622532
XAUUSD,买入,止损,2,2,,3980.18,3979.99,已成交,2025-10-30 20:02:56,,,,,,907622530
XAUUSD,卖出,市价,2,2,,,3972.8,已成交,2025-10-30 20:02:56,-14.38,-14.38,0.00,0.00,0.00,114693075
XAUUSD,买入,止损,2,0,,4008.42,,已取消,2025-10-30 16:29:47,,,,,,907611192
XAUUSD,卖出,市价,2,2,,,4008.09,已成交,2025-10-30 16:29:47,69.20,70.58,0.00,1.38,0.00,114671875
XAUUSD,买入,市价,2,2,,,3963.65,已成交,2025-10-30 15:32:02,3.64,3.64,0.00,0.00,0.00,114685268
XAUUSD,买入,止盈,2,0,3950.97,,,已取消,2025-10-29 22:04:21,,,,,,907609669
XAUUSD,买入,止损,2,2,,4019.52,4019.43,已成交,2025-10-29 22:04:21,,,,,,907609519
XAUUSD,卖出,市价,2,2,,,4006.36,已成交,2025-10-29 22:04:21,-26.14,-26.14,0.00,0.00,0.00,114669479
XAUUSD,卖出,止损,1,0,,4003.36,,已取消,2025-10-29 17:59:20,,,,,,907605268
XAUUSD,买入,市价,1,1,,,3998.45,已成交,2025-10-29 17:59:20,24.37,24.37,0.00,0.00,0.00,114662224
BTCUSD,卖出,止盈,0.05,0,115970,,,已取消,2025-10-29 16:39:15,,,,,,907604803
BTCUSD,卖出,止损,0.05,0.05,,113029,113014.83,已成交,2025-10-29 16:39:15,,,,,,907604802
BTCUSD,买入,市价,0.05,0.05,,,113374.18,已成交,2025-10-29 16:39:15,-17.97,-17.97,0.00,0.00,0.00,114661950
XAUUSD,买入,市价,1,1,,,3978.44,已成交,2025-10-29 09:30:51,-7.37,-7.37,0.00,0.00,0.00,114658156
XAUUSD,卖出,止盈,1,0,4053.88,,,已取消,2025-10-29 09:30:51,,,,,,907602734
XAUUSD,卖出,止损,1,1,,3971.27,3971.07,已成交,2025-10-29 09:30:51,,,,,,907602730
XAUUSD,买入,市价,1,1,,,3978.44,已成交,2025-10-29 09:26:19,-1.68,-1.68,0.00,0.00,0.00,114658144
BTCUSD,卖出,市价,0.02,0.02,,,114294.37,已成交,2025-10-28 21:05:10,-6.88,-6.88,0.00,0.00,0.00,114640360
XAUUSD,买入,止损,1,0,,3937.6,,已取消,2025-10-28 19:33:57,,,,,,907589280
XAUUSD,卖出,市价,1,1,,,3985.81,已成交,2025-10-28 19:33:57,60.97,60.97,0.00,0.00,0.00,114632410
XAUUSD,买入,止盈,1,0,3516.51,,,已取消,2025-10-28 19:33:57,,,,,,907589112
XAUUSD,卖出,市价,1,1,,,3985.81,已成交,2025-10-28 11:56:15,-7.20,-7.20,0.00,0.00,0.00,114632112
XAUUSD,卖出,止损,1,1,,4000.28,4000.16,已成交,2025-10-28 10:21:49,,,,,,907588635
XAUUSD,买入,市价,1,1,,,4012.63,已成交,2025-10-28 10:21:49,-12.47,-12.47,0.00,0.00,0.00,114631367
XAUUSD,卖出,止损,1,1,,4000.61,4000.35,已成交,2025-10-28 10:21:48,,,,,,907588634
XAUUSD,买入,市价,1,1,,,4010.5,已成交,2025-10-28 10:21:48,-10.15,-10.15,0.00,0.00,0.00,114631360
XAUUSD,买入,止盈,1,0,3947.75,,,已取消,2025-10-27 23:31:09,,,,,,907580572
XAUUSD,买入,止损,1,0,,4071.6,,已取消,2025-10-27 23:31:09,,,,,,907578342
XAUUSD,卖出,市价,1,1,,,4071.65,已成交,2025-10-27 23:31:09,82.78,82.78,0.00,0.00,0.00,114611723
XAUUSD,卖出,止损,1,0,,4106.34,,已取消,2025-10-25 00:56:23,,,,,,907564484
XAUUSD,买入,市价,1,1,,,4086.18,已成交,2025-10-25 00:56:23,41.22,41.22,0.00,0.00,0.00,114590400
XAUUSD,买入,止盈,1,0,3442.02,,,已取消,2025-10-24 18:00:43,,,,,,907561207
XAUUSD,买入,止损,1,0,,4068.29,,已取消,2025-10-24 18:00:43,,,,,,907561200
XAUUSD,卖出,市价,1,1,,,4058.08,已成交,2025-10-24 18:00:43,-2.71,-2.71,0.00,0.00,0.00,114586160
XAUUSD,买入,止盈,1,0,4015.63,,,已取消,2025-10-24 16:51:03,,,,,,907559839
XAUUSD,买入,止损,1,1,,4069.1,4069.08,已成交,2025-10-24 16:51:03,,,,,,907560164
XAUUSD,卖出,市价,1,1,,,4070.91,已成交,2025-10-24 16:51:03,1.83,1.83,0.00,0.00,0.00,114583945
XAUUSD,卖出,止损,1,1,,4126.99,4125.77,已成交,2025-10-24 09:37:21,,,,,,907557386
XAUUSD,买入,市价,1,1,,,4136.91,已成交,2025-10-24 09:37:21,-11.14,-11.14,0.00,0.00,0.00,114579870
XAUUSD,卖出,止盈,1,0,4224.24,,,已取消,2025-10-24 00:44:45,,,,,,907550977
XAUUSD,卖出,止损,1,1,,4127.56,4127.47,已成交,2025-10-24 00:44:45,,,,,,907550981
XAUUSD,买入,市价,1,1,,,4119.78,已成交,2025-10-24 00:44:45,7.69,7.69,0.00,0.00,0.00,114567444
XAUUSD,买入,止盈,1,0,4014.1,,,已取消,2025-10-23 20:39:04,,,,,,907550658
XAUUSD,买入,止损,1,1,,4121.67,4121.94,已成交,2025-10-23 20:39:04,,,,,,907550656
XAUUSD,卖出,市价,1,1,,,4106.85,已成交,2025-10-23 20:39:04,-15.09,-15.09,0.00,0.00,0.00,114566900
XAUUSD,卖出,止盈,1,0,4202.86,,,已取消,2025-10-23 18:29:19,,,,,,907549295
XAUUSD,卖出,止损,1,1,,4109.05,4108.85,已成交,2025-10-23 18:29:19,,,,,,907549293
XAUUSD,买入,市价,1,1,,,4122.79,已成交,2025-10-23 18:29:19,-13.94,-13.94,0.00,0.00,0.00,114564677
XAUUSD,买入,止盈,1,0,4012.01,,,已取消,2025-10-23 11:18:41,,,,,,907546520
XAUUSD,买入,止损,1,1,,4095.27,4095.45,已成交,2025-10-23 11:18:41,,,,,,907546519
XAUUSD,卖出,市价,1,1,,,4075.38,已成交,2025-10-23 11:18:41,-20.07,-20.07,0.00,0.00,0.00,114560449
XAUUSD,买入,止损,1,1,,4088.67,4089.12,已成交,2025-10-23 09:23:08,,,,,,907546294
XAUUSD,卖出,市价,1,1,,,4076.14,已成交,2025-10-23 09:23:08,-12.98,-12.98,0.00,0.00,0.00,114560162
BTCUSD,买入,止损,0.02,0.02,,108370,108374.92,已成交,2025-10-22 22:55:17,,,,,,907540958
BTCUSD,卖出,市价,0.02,0.02,,,108015.83,已成交,2025-10-22 22:55:17,-7.18,-7.18,0.00,0.00,0.00,114549094
XAUUSD,买入,止盈,1,0,3950.01,,,已取消,2025-10-22 20:03:26,,,,,,907537219
XAUUSD,买入,止损,1,1,,4039.61,4040.56,已成交,2025-10-22 20:03:26,,,,,,907537216
XAUUSD,卖出,市价,1,1,,,4030.11,已成交,2025-10-22 20:03:26,-10.45,-10.45,0.00,0.00,0.00,114542000
XAUUSD,卖出,止盈,1,0,4243.44,,,已取消,2025-10-22 12:05:35,,,,,,907532458
XAUUSD,卖出,止损,1,1,,4121.72,4121.03,已成交,2025-10-22 12:05:35,,,,,,907532474
XAUUSD,买入,市价,1,1,,,4133.71,已成交,2025-10-22 12:05:35,-12.68,-12.68,0.00,0.00,0.00,114533274
XAUUSD,买入,止盈,1,0,4006.35,,,已取消,2025-10-22 11:36:58,,,,,,907532086
XAUUSD,买入,止损,1,1,,4131.57,4131.68,已成交,2025-10-22 11:36:58,,,,,,907532088
XAUUSD,卖出,市价,1,1,,,4111.4,已成交,2025-10-22 11:36:58,-20.28,-20.28,0.00,0.00,0.00,114532502
XAUUSD,买入,止盈,2,0,4004.95,,,已取消,2025-10-22 10:12:37,,,,,,907531710
XAUUSD,买入,止损,2,2,,4117.12,4116.71,已成交,2025-10-22 10:12:37,,,,,,907531709
XAUUSD,卖出,市价,2,2,,,4105.36,已成交,2025-10-22 10:12:37,-22.70,-22.70,0.00,0.00,0.00,114531774
XAUUSD,买入,止损,4,0,,4118.37,,已取消,2025-10-22 09:18:42,,,,,,907531686
XAUUSD,卖出,市价,4,4,,,4112,已成交,2025-10-22 09:18:42,6.52,6.52,0.00,0.00,0.00,114531726
XAUUSD,买入,止盈,1,0,4186.5,,,已取消,2025-10-21 20:47:59,,,,,,907521300
XAUUSD,买入,跟踪止损,1,1,,4221.17,4221.67,已成交,2025-10-21 20:47:59,,,,,,907521296
XAUUSD,卖出,市价,1,1,,,4225.97,已成交,2025-10-21 20:47:59,4.30,4.30,0.00,0.00,0.00,114513783
BTCUSD,买入,止盈,0.05,0,103614,,,已取消,2025-10-21 17:09:13,,,,,,907518476
BTCUSD,买入,跟踪止损,0.05,0.05,,107714.44,107719.52,已成交,2025-10-21 17:09:13,,,,,,907518806
BTCUSD,卖出,市价,0.05,0.05,,,107858.39,已成交,2025-10-21 17:09:13,6.94,6.94,0.00,0.00,0.00,114509584
XAUUSD,买入,止盈,1,0,4187.76,,,已取消,2025-10-21 16:24:31,,,,,,907518365
XAUUSD,买入,跟踪止损,1,1,,4264.45,4263.87,已成交,2025-10-21 16:24:31,,,,,,907518634
XAUUSD,卖出,市价,1,1,,,4273.65,已成交,2025-10-21 16:24:31,9.78,9.78,0.00,0.00,0.00,114509398
BTCUSD,买入,止盈,0.02,0,106167,,,已取消,2025-10-21 15:58:40,,,,,,907516617
BTCUSD,买入,止损,0.02,0,,110092,,已取消,2025-10-21 15:58:40,,,,,,907516618
BTCUSD,卖出,市价,0.02,0.02,,,109441.61,已成交,2025-10-21 15:58:40,26.35,26.35,0.00,0.00,0.00,114506105
XAUUSD,买入,止损,1,0,,4351.71,,已取消,2025-10-21 11:28:34,,,,,,907516480
XAUUSD,卖出,市价,1,1,,,4340.98,已成交,2025-10-21 11:28:34,-6.24,-6.24,0.00,0.00,0.00,114505623
XAUUSD,买入,止盈,1,0,4243.71,,,已取消,2025-10-20 22:09:40,,,,,,907510439
XAUUSD,买入,跟踪止损,1,1,,4309.39,4309.43,已成交,2025-10-20 22:09:40,,,,,,907510457
XAUUSD,卖出,市价,1,1,,,4300.58,已成交,2025-10-20 22:09:40,-8.85,-8.85,0.00,0.00,0.00,114496077
XAUUSD,买入,市价,1,1,,,4280.71,已成交,2025-10-20 21:59:28,20.63,20.63,0.00,0.00,0.00,114493137
XAUUSD,买入,止盈,1,0,4194.27,,,已取消,2025-10-20 18:02:26,,,,,,907504203
XAUUSD,买入,止损,1,0,,4270.75,,已取消,2025-10-20 18:02:26,,,,,,907504202
XAUUSD,卖出,市价,1,1,,,4260.1,已成交,2025-10-20 18:02:26,1.97,1.97,0.00,0.00,0.00,114486366
XAUUSD,卖出,止盈,2,0,4305.65,,,已取消,2025-10-20 10:51:24,,,,,,907503684
XAUUSD,卖出,跟踪止损,2,0,,4247.66,,已取消,2025-10-20 10:51:24,,,,,,907503775
XAUUSD,买入,市价,2,2,,,4253.49,已成交,2025-10-20 10:51:24,11.68,11.68,0.00,0.00,0.00,114485630
BTCUSD,卖出,止盈,0.02,0,107642,,,已取消,2025-10-18 16:18:08,,,,,,907496819
BTCUSD,买入,市价,0.02,0.02,,,106999.51,已成交,2025-10-18 16:18:08,-2.28,-2.28,0.00,0.00,0.00,114476011
XAUUSD,卖出,市价,1,1,,,4267.6,已成交,2025-10-17 22:39:59,9.14,9.14,0.00,0.00,0.00,114463875
XAUUSD,买入,止损,1,1,,4316.85,4316.69,已成交,2025-10-17 21:30:06,,,,,,907491244
XAUUSD,卖出,市价,1,1,,,4312.04,已成交,2025-10-17 21:30:06,-4.65,-4.65,0.00,0.00,0.00,114463412
XAUUSD,买入,止盈,2,0,4290.19,,,已取消,2025-10-17 17:59:49,,,,,,907488248
XAUUSD,买入,止损,2,0,,4350.57,,已取消,2025-10-17 17:59:49,,,,,,907488243
XAUUSD,卖出,市价,2,2,,,4345.27,已成交,2025-10-17 17:59:49,8.16,8.16,0.00,0.00,0.00,114458556
XAUUSD,买入,止盈,2,0,4289.47,,,已取消,2025-10-17 16:42:17,,,,,,907487453
XAUUSD,买入,止损,2,0,,4351.33,,已取消,2025-10-17 16:42:17,,,,,,907487463
XAUUSD,卖出,市价,2,2,,,4344.48,已成交,2025-10-17 16:42:17,1.76,1.76,0.00,0.00,0.00,114457285
XAUUSD,卖出,止损,2,0,,4364.68,,已取消,2025-10-17 13:03:37,,,,,,907486034
XAUUSD,买入,市价,2,2,,,4370.82,已成交,2025-10-17 13:03:37,-5.14,-5.14,0.00,0.00,0.00,114454882
XAUUSD,卖出,止盈,2,0,4399.03,,,已取消,2025-10-17 12:21:49,,,,,,907485535
XAUUSD,卖出,止损,2,0,,4355.01,,已取消,2025-10-17 12:21:49,,,,,,907485531
XAUUSD,买入,市价,2,2,,,4341.18,已成交,2025-10-17 12:21:49,32.14,32.14,0.00,0.00,0.00,114454171
XAUUSD,卖出,止盈,5,0,4358.19,,,已取消,2025-10-17 10:56:43,,,,,,907485490
XAUUSD,卖出,止损,5,5,,4344.77,4344.46,已成交,2025-10-17 10:56:43,,,,,,907485489
XAUUSD,买入,市价,5,5,,,4344.53,已成交,2025-10-17 10:56:43,-0.35,-0.35,0.00,0.00,0.00,114454123
XAUUSD,买入,市价,2,2,,,4342.29,已成交,2025-10-17 10:50:57,1.70,1.70,0.00,0.00,0.00,114454102
XAUUSD,卖出,止盈,2,0,4373.17,,,已取消,2025-10-17 10:50:57,,,,,,907485458
XAUUSD,卖出,跟踪止损,2,2,,4343.17,4343.14,已成交,2025-10-17 10:50:57,,,,,,907485457
XAUUSD,买入,市价,3,3,,,4342.29,已成交,2025-10-17 10:48:48,2.46,2.46,0.00,0.00,0.00,114454087
XAUUSD,卖出,市价,1,1,,,4326.63,已成交,2025-10-17 10:42:00,-13.44,-13.44,0.00,0.00,0.00,114454056
XAUUSD,卖出,市价,1,1,,,4326.63,已成交,2025-10-17 10:41:18,-12.78,-12.78,0.00,0.00,0.00,114453867
XAUUSD,卖出,跟踪止损,2,0,,4223.59,,已取消,2025-10-16 20:19:19,,,,,,907474774
XAUUSD,买入,市价,2,2,,,4241.01,已成交,2025-10-16 20:19:19,1.62,1.62,0.00,0.00,0.00,114434779
XAUUSD,卖出,止损,5,5,,4228,4227.91,已成交,2025-10-16 17:25:56,,,,,,907473038
XAUUSD,买入,市价,5,5,,,4233.45,已成交,2025-10-16 17:25:56,-27.70,-27.70,0.00,0.00,0.00,114433993
XAUUSD,卖出,止损,2,2,,4233.86,4233.83,已成交,2025-10-16 11:34:43,,,,,,907470341
XAUUSD,买入,市价,2,2,,,4233.59,已成交,2025-10-16 11:34:43,0.48,0.48,0.00,0.00,0.00,114430256
USDJPY,买入,止盈,2000,0,127.631,,,已取消,2025-06-07 00:38:13,,,,,,906456194
USDJPY,卖出,市价,2000,2000,,,144.91,已成交,2025-06-07 00:38:13,-0.91,-0.91,0.00,0.00,0.00,112749412
EURUSD,卖出,市价,5000,5000,,,1.13949,已成交,2025-06-06 20:45:18,-3.40,-3.40,0.00,0.00,0.00,112745344
XAUUSD,买入,市价,1,1,,,3359.88,已成交,2025-06-06 20:39:54,-9.33,-9.33,0.00,0.00,0.00,112745037
USDJPY,买入,止盈,15000,0,142.369,,,已取消,2025-06-06 20:39:54,,,,,,906453672
USDJPY,卖出,市价,15000,15000,,,144.194,已成交,2025-06-06 20:39:54,-54.73,-54.73,0.00,0.00,0.00,112745064
XAUUSD,买入,止盈,1,0,3318.79,,,已取消,2025-06-06 20:33:18,,,,,,906453493
XAUUSD,卖出,市价,1,1,,,3356.55,已成交,2025-06-06 20:33:18,-2.78,-2.78,0.00,0.00,0.00,112744755
XAUUSD,买入,止盈,1,0,3339.72,,,已取消,2025-06-06 20:22:44,,,,,,906453315
XAUUSD,买入,止损,1,0,,3361.93,,已取消,2025-06-06 20:22:44,,,,,,906453316
XAUUSD,卖出,市价,1,1,,,3359.28,已成交,2025-06-06 20:22:44,-0.01,-0.01,0.00,0.00,0.00,112744452
XAUUSD,卖出,止盈,1,0,3375.61,,,已取消,2025-06-06 19:42:26,,,,,,906453184
XAUUSD,卖出,止损,1,1,,3360.33,3360.3,已成交,2025-06-06 19:42:26,,,,,,906453188
XAUUSD,买入,市价,1,1,,,3364.12,已成交,2025-06-06 19:42:26,-3.82,-3.82,0.00,0.00,0.00,112744301
XAUUSD,买入,止盈,1,0,3263.25,,,已取消,2025-06-06 18:01:34,,,,,,906452229
XAUUSD,买入,止损,1,1,,3360.09,3360.01,已成交,2025-06-06 18:01:34,,,,,,906452224
XAUUSD,卖出,市价,1,1,,,3359.87,已成交,2025-06-06 18:01:34,-0.14,-0.14,0.00,0.00,0.00,112743028
XAUUSD,买入,市价,1,1,,,3365.28,已成交,2025-06-06 17:15:33,-5.42,-5.42,0.00,0.00,0.00,112742682
XAUUSD,买入,止损,1,1,,3358.61,3358.57,已成交,2025-06-06 15:56:57,,,,,,906451738
XAUUSD,卖出,市价,1,1,,,3358.41,已成交,2025-06-06 15:56:57,-0.16,-0.16,0.00,0.00,0.00,112741722
XAUUSD,卖出,止盈,2,0,3404.31,,,已取消,2025-06-06 13:40:45,,,,,,906450571
XAUUSD,卖出,止损,2,2,,3366.31,3366.57,已成交,2025-06-06 13:40:45,,,,,,906450696
XAUUSD,买入,市价,2,2,,,3365.65,已成交,2025-06-06 13:40:45,1.84,1.84,0.00,0.00,0.00,112740717
XAUUSD,买入,市价,1,1,,,3362.98,已成交,2025-06-06 11:10:59,-3.14,-3.14,0.00,0.00,0.00,112740310
XAUUSD,卖出,止盈,1,0,3408.48,,,已取消,2025-06-06 11:10:59,,,,,,906450122
XAUUSD,卖出,止损,1,1,,3359.6,3359.84,已成交,2025-06-06 11:10:59,,,,,,906450123
XAUUSD,买入,市价,1,1,,,3362.98,已成交,2025-06-06 09:47:46,-0.75,-0.75,0.00,0.00,0.00,112740095
XAUUSD,卖出,市价,1,1,,,3359.11,已成交,2025-06-06 09:06:43,-1.88,-1.88,0.00,0.00,0.00,112739997
XAUUSD,买入,止盈,1,0,3299.66,,,已取消,2025-06-06 01:12:36,,,,,,906446235
XAUUSD,卖出,市价,1,1,,,3371.06,已成交,2025-06-06 01:12:36,19.67,19.67,0.00,0.00,0.00,112729745
XAUUSD,卖出,市价,2,2,,,3378.89,已成交,2025-06-05 21:09:35,0.84,0.84,0.00,0.00,0.00,112727404
XAUUSD,买入,止盈,2,0,3300.67,,,已取消,2025-06-05 21:09:35,,,,,,906443805
XAUUSD,卖出,市价,3,3,,,3378.89,已成交,2025-06-05 20:58:29,-13.08,-13.08,0.00,0.00,0.00,112727196
XAUUSD,卖出,止盈,2,0,3449.06,,,已取消,2025-06-05 20:36:39,,,,,,906443573
XAUUSD,卖出,止损,2,2,,3394.15,3393.96,已成交,2025-06-05 20:36:39,,,,,,906443574
XAUUSD,买入,市价,2,2,,,3399.06,已成交,2025-06-05 20:36:39,-10.20,-10.20,0.00,0.00,0.00,112726707
USDJPY,卖出,市价,5000,5000,,,143.131,已成交,2025-06-05 19:22:56,-2.69,-2.69,0.00,0.00,0.00,112725829
USDJPY,买入,止盈,5000,0,140.766,,,已取消,2025-06-05 19:22:56,,,,,,906442115
USDJPY,买入,跟踪止损,5000,5000,,143.205,143.208,已成交,2025-06-05 19:22:56,,,,,,906442216
USDJPY,卖出,市价,10000,10000,,,143.131,已成交,2025-06-05 19:21:11,-3.35,-3.35,0.00,0.00,0.00,112724627
XAUUSD,卖出,止盈,1,0,3497.66,,,已取消,2025-06-05 19:20:54,,,,,,906442108
XAUUSD,卖出,止损,1,0,,3377.61,,已取消,2025-06-05 19:20:54,,,,,,906441761
XAUUSD,买入,市价,1,1,,,3371.59,已成交,2025-06-05 19:20:54,25.82,25.82,0.00,0.00,0.00,112723852
XAUUSD,卖出,止盈,2,0,3389.84,,,已取消,2025-06-05 16:02:16,,,,,,906441000
XAUUSD,卖出,止损,2,0,,3368.71,,已取消,2025-06-05 16:02:16,,,,,,906441005
XAUUSD,买入,市价,2,2,,,3371.79,已成交,2025-06-05 16:02:16,-3.38,-3.38,0.00,0.00,0.00,112723381
XAUUSD,卖出,市价,1,1,,,3366.58,已成交,2025-06-05 15:08:08,-3.83,-3.83,0.00,0.00,0.00,112723333
XAUUSD,买入,止盈,1,0,3344.69,,,已取消,2025-06-05 15:08:08,,,,,,906440902
XAUUSD,买入,止损,1,1,,3370.58,3370.41,已成交,2025-06-05 15:08:08,,,,,,906440916
XAUUSD,卖出,市价,1,1,,,3366.58,已成交,2025-06-05 15:04:53,-1.71,-1.71,0.00,0.00,0.00,112723247
XAUUSD,卖出,止盈,2,0,3400.05,,,已取消,2025-06-05 11:55:27,,,,,,906440255
XAUUSD,卖出,止损,2,2,,3372.18,3372.13,已成交,2025-06-05 11:55:27,,,,,,906440254
XAUUSD,买入,市价,2,2,,,3372.33,已成交,2025-06-05 11:55:27,-0.40,-0.40,0.00,0.00,0.00,112722294
XAUUSD,卖出,市价,2,2,,,3370.2,已成交,2025-06-05 11:03:06,-3.36,-3.36,0.00,0.00,0.00,112722273
XAUUSD,买入,止盈,2,0,3337.97,,,已取消,2025-06-05 11:03:06,,,,,,906440223
XAUUSD,卖出,市价,3,3,,,3370.2,已成交,2025-06-05 10:49:36,-1.56,-1.56,0.00,0.00,0.00,112722271
USDJPY,买入,止盈,15000,0,142.663,,,已取消,2025-06-05 10:35:16,,,,,,906440168
USDJPY,卖出,市价,15000,15000,,,142.818,已成交,2025-06-05 10:35:16,-6.82,-6.82,0.00,0.00,0.00,112722114
XAUUSD,买入,止盈,1,0,3333.12,,,已取消,2025-06-05 10:32:24,,,,,,906440099
XAUUSD,买入,止损,1,0,,3375.39,,已取消,2025-06-05 10:32:24,,,,,,906440101
XAUUSD,卖出,市价,1,1,,,3371.6,已成交,2025-06-05 10:32:24,-1.28,-1.28,0.00,0.00,0.00,112721884
USDJPY,卖出,止盈,15000,0,143.51,,,已取消,2025-06-05 10:31:10,,,,,,906440107
USDJPY,卖出,止损,15000,15000,,142.841,142.839,已成交,2025-06-05 10:31:10,,,,,,906440117
USDJPY,买入,市价,15000,15000,,,142.939,已成交,2025-06-05 10:31:10,-10.50,-10.50,0.00,0.00,0.00,112721923
USDJPY,卖出,止盈,5000,0,143.271,,,已取消,2025-06-05 10:12:23,,,,,,906440027
USDJPY,卖出,跟踪止损,5000,5000,,142.834,142.831,已成交,2025-06-05 10:12:23,,,,,,906440030
USDJPY,买入,市价,5000,5000,,,142.962,已成交,2025-06-05 10:12:23,-4.59,-4.59,0.00,0.00,0.00,112721807
USDJPY,买入,市价,25000,25000,,,157.487,已成交,2025-11-20 19:44:44,,,,,,115062830